,Unnamed: 0,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,period_time,month_df2,hours_after_sunset_df2,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_pressure_q,log_bltf,period_id
451,451,2018-04-29 00:55:00,2.0,fast,2018-04-29 00:55:00,2018-04-29 00:56:00,8,0,1,4,2018-04-28 19:19:00,5.611111111,1,2018-04-29 00:30:00,4,5.5,100,2.043381535,5.366666667,3,Q3,1.0986122886681098,1524961800
452,452,2018-04-29 00:55:00,0.043720185,rat,2018-04-29 00:55:00,2018-04-29 00:56:00,11,1,0,4,2018-04-28 19:19:00,5.611944444,1,2018-04-29 00:30:00,4,5.5,100,2.043381535,5.366666667,3,Q3,0.04279143150547203,1524961800
453,453,2018-04-29 00:55:00,0.019372407,Other,2018-04-29 00:55:00,2018-04-29 00:56:00,19,0,0,4,2018-04-28 19:19:00,5.614166667,1,2018-04-29 00:30:00,4,5.5,100,2.043381535,5.366666667,3,Q3,0.01918715067439406,1524961800
454,454,2018-04-29 00:56:00,148.50000000000136,Other,2018-04-29 00:55:00,2018-04-29 00:56:00,50,1,1,4,2018-04-28 19:19:00,5.622777778,1,2018-04-29 00:30:00,4,5.5,100,2.043381535,5.366666667,3,Q3,5.00729639283075,1524961800
455,455,2018-04-29 01:03:00,2.0,rat,2018-04-29 01:02:00,2018-04-29 01:06:00,47,1,0,4,2018-04-28 19:19:00,5.735277778,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.0986122886681098,1524963600
456,456,2018-04-29 01:03:00,6.0,rat,2018-04-29 01:02:00,2018-04-29 01:06:00,66,1,0,4,2018-04-28 19:19:00,5.740555556,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.9459101490553132,1524963600
457,457,2018-04-29 01:03:00,5.0,rat_and_bat,2018-04-29 01:02:00,2018-04-29 01:06:00,78,1,0,4,2018-04-28 19:19:00,5.743888889,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.791759469228055,1524963600
458,458,2018-04-29 01:03:00,3.0,fast,2018-04-29 01:02:00,2018-04-29 01:06:00,87,0,1,4,2018-04-28 19:19:00,5.746388889,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.3862943611198906,1524963600
459,459,2018-04-29 01:04:00,0.069546705,rat,2018-04-29 01:02:00,2018-04-29 01:06:00,132,1,0,4,2018-04-28 19:19:00,5.758888889,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,0.06723491852604317,1524963600
460,460,2018-04-29 01:04:00,0.035887407,bat,2018-04-29 01:02:00,2018-04-29 01:06:00,143,1,0,4,2018-04-28 19:19:00,5.761944444,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,0.03525845742920714,1524963600
461,461,2018-04-29 01:05:00,5.0,pick,2018-04-29 01:02:00,2018-04-29 01:06:00,172,0,1,4,2018-04-28 19:19:00,5.77,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.791759469228055,1524963600
462,462,2018-04-29 01:05:00,6.0,fast,2018-04-29 01:02:00,2018-04-29 01:06:00,182,0,1,4,2018-04-28 19:19:00,5.772777778,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.9459101490553132,1524963600
463,463,2018-04-29 01:05:00,0.087634798,fast,2018-04-29 01:02:00,2018-04-29 01:06:00,206,0,1,4,2018-04-28 19:19:00,5.779444444,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,0.08400542848317295,1524963600
464,464,2018-04-29 01:05:00,3.0,fast,2018-04-29 01:02:00,2018-04-29 01:06:00,211,0,1,4,2018-04-28 19:19:00,5.780833333,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.3862943611198906,1524963600
465,465,2018-04-29 01:20:00,0.038141769,pick,2018-04-29 01:19:00,2018-04-29 01:24:00,5,0,1,4,2018-04-28 19:19:00,6.0175,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,0.03743235441570791,1524963600
466,466,2018-04-29 01:20:00,0.09694048,Other,2018-04-29 01:19:00,2018-04-29 01:24:00,38,1,1,4,2018-04-28 19:19:00,6.026666667,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,0.09252492275640344,1524963600
467,467,2018-04-29 01:20:00,2.0,fast,2018-04-29 01:19:00,2018-04-29 01:24:00,58,0,1,4,2018-04-28 19:19:00,6.032222222,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.0986122886681098,1524963600
468,468,2018-04-29 01:21:00,2.0,fast,2018-04-29 01:19:00,2018-04-29 01:24:00,119,0,1,4,2018-04-28 19:19:00,6.049166667,1,2018-04-29 01:00:00,4,6.0,78,2.0,11.089999999999986,2,Q4,1.0986122886681098,1524963600
469,469,2018-04-29 01:43:00,4.0,fast,2018-04-29 01:41:00,2018-04-29 01:51:00,105,0,1,4,2018-04-28 19:19:00,6.409444444,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,1.6094379124341003,1524965400
470,470,2018-04-29 01:44:00,5.0,pick,2018-04-29 01:41:00,2018-04-29 01:51:00,180,0,1,4,2018-04-28 19:19:00,6.430277778,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,1.791759469228055,1524965400
471,471,2018-04-29 01:44:00,3.0,fast,2018-04-29 01:41:00,2018-04-29 01:51:00,187,0,1,4,2018-04-28 19:19:00,6.432222222,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,1.3862943611198906,1524965400
472,472,2018-04-29 01:45:00,5.0,pick,2018-04-29 01:41:00,2018-04-29 01:51:00,247,0,1,4,2018-04-28 19:19:00,6.448888889,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,1.791759469228055,1524965400
473,473,2018-04-29 01:46:00,0.020820512,fast,2018-04-29 01:41:00,2018-04-29 01:51:00,252,0,1,4,2018-04-28 19:19:00,6.450277778,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,0.020606727450392933,1524965400
474,474,2018-04-29 01:48:00,9.0,bat,2018-04-29 01:41:00,2018-04-29 01:51:00,419,1,0,4,2018-04-28 19:19:00,6.496666667,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,2.302585092994046,1524965400
475,475,2018-04-29 01:49:00,1.0,Other,2018-04-29 01:41:00,2018-04-29 01:51:00,436,0,1,4,2018-04-28 19:19:00,6.501388889,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,0.6931471805599453,1524965400
476,476,2018-04-29 01:51:00,21.0,pick,2018-04-29 01:41:00,2018-04-29 01:51:00,572,0,1,4,2018-04-28 19:19:00,6.539166667,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,3.091042453358316,1524965400
477,477,2018-04-29 01:51:00,4.0,bat,2018-04-29 01:41:00,2018-04-29 01:51:00,592,1,0,4,2018-04-28 19:19:00,6.544722222,1,2018-04-29 01:30:00,4,6.5,78,2.0,2.766666667,1,Q2,1.6094379124341003,1524965400
478,478,2018-04-29 02:51:00,1.0,fast,2018-04-29 02:51:00,2018-04-29 03:06:00,36,0,1,4,2018-04-28 19:19:00,7.544166667,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,0.6931471805599453,1524969000
479,479,2018-04-29 02:52:00,31.0,pick,2018-04-29 02:51:00,2018-04-29 03:06:00,80,0,1,4,2018-04-28 19:19:00,7.556388889,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,3.4657359027997265,1524969000
480,480,2018-04-29 02:53:00,6.0,pick,2018-04-29 02:51:00,2018-04-29 03:06:00,169,0,1,4,2018-04-28 19:19:00,7.581111111,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,1.9459101490553132,1524969000
481,481,2018-04-29 02:58:00,2.0,bat,2018-04-29 02:51:00,2018-04-29 03:06:00,452,1,0,4,2018-04-28 19:19:00,7.659722222,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,1.0986122886681098,1524969000
482,482,2018-04-29 02:58:00,0.071250736,bat_and_pick,2018-04-29 02:51:00,2018-04-29 03:06:00,466,1,1,4,2018-04-28 19:19:00,7.663611111,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,0.06882687797745778,1524969000
483,483,2018-04-29 02:59:00,4.0,pick,2018-04-29 02:51:00,2018-04-29 03:06:00,485,0,1,4,2018-04-28 19:19:00,7.668888889,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,1.6094379124341003,1524969000
484,484,2018-04-29 02:59:00,7.0,pick,2018-04-29 02:51:00,2018-04-29 03:06:00,499,0,1,4,2018-04-28 19:19:00,7.672777778,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,2.0794415416798357,1524969000
485,485,2018-04-29 03:04:00,3.0,fast,2018-04-29 02:51:00,2018-04-29 03:06:00,783,0,1,4,2018-04-28 19:19:00,7.751666667,1,2018-04-29 03:00:00,4,8.0,29,1.433333333,11.089999999999986,2,Q4,1.3862943611198906,1524970800
486,486,2018-04-29 03:05:00,0.083007044,Other,2018-04-29 02:51:00,2018-04-29 03:06:00,846,0,0,4,2018-04-28 19:19:00,7.769166667,1,2018-04-29 03:00:00,4,8.0,29,1.433333333,11.089999999999986,2,Q4,0.07974147215282629,1524970800
487,487,2018-04-29 03:06:00,0.014550835,Other,2018-04-29 02:51:00,2018-04-29 03:06:00,903,1,1,4,2018-04-28 19:19:00,7.785,1,2018-04-29 03:00:00,4,8.0,29,1.433333333,11.089999999999986,2,Q4,0.014445987456143995,1524970800
488,488,2018-04-29 03:14:00,72.0,pick_bat,2018-04-29 03:11:00,2018-04-29 03:15:00,211,1,1,4,2018-04-28 19:19:00,7.925833333,1,2018-04-29 03:00:00,4,8.0,29,1.433333333,11.089999999999986,2,Q4,4.290459441148391,1524970800
489,489,2018-04-29 03:34:00,2.0,bat,2018-04-29 03:33:00,2018-04-29 03:48:00,26,1,0,4,2018-04-28 19:19:00,8.252222222,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,1.0986122886681098,1524972600
490,490,2018-04-29 03:34:00,12.0,pick,2018-04-29 03:33:00,2018-04-29 03:48:00,63,0,1,4,2018-04-28 19:19:00,8.2625,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,2.5649493574615367,1524972600
491,491,2018-04-29 03:40:00,0.025349973,bat,2018-04-29 03:33:00,2018-04-29 03:48:00,402,1,0,4,2018-04-28 19:19:00,8.356666667,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,0.02503399138716953,1524972600
492,492,2018-04-29 03:45:00,0.094601342,rat,2018-04-29 03:33:00,2018-04-29 03:48:00,708,1,0,4,2018-04-28 19:19:00,8.441666667,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,0.09039022574556611,1524972600
493,493,2018-04-29 03:46:00,26.0,rat_pick,2018-04-29 03:33:00,2018-04-29 03:48:00,740,1,1,4,2018-04-28 19:19:00,8.450555556,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,3.295836866004329,1524972600
494,494,2018-04-29 04:34:00,0.044300625,fast,2018-04-29 04:31:00,2018-04-29 04:37:00,192,0,1,4,2018-04-28 19:19:00,9.265,1,2018-04-29 04:30:00,4,9.5,7,1.0,11.089999999999986,4,Q4,0.043347402990211566,1524976200
495,495,2018-04-29 04:36:00,0.09536188,fast,2018-04-29 04:31:00,2018-04-29 04:37:00,315,0,1,4,2018-04-28 19:19:00,9.299166667,1,2018-04-29 04:30:00,4,9.5,7,1.0,11.089999999999986,4,Q4,0.09108479268891462,1524976200
496,496,2018-04-29 05:00:00,0.091074825,fast,2018-04-29 04:58:00,2018-04-29 05:00:00,109,0,1,4,2018-04-28 19:19:00,9.688333333,1,2018-04-29 05:00:00,4,10.0,0,1.0,11.089999999999986,4,Q4,0.08716328836717882,1524978000
497,497,2018-04-28 23:21:00,2.0,fast,2018-04-28 23:21:00,2018-04-28 23:24:00,44,0,1,4,2018-04-28 19:19:00,4.049166667,1,2018-04-28 23:00:00,4,4.0,76,3.0,2.85,1,Q2,1.0986122886681098,1524956400
498,498,2018-04-28 23:22:00,1.0,pick,2018-04-28 23:21:00,2018-04-28 23:24:00,60,0,1,4,2018-04-28 19:19:00,4.053611111,1,2018-04-28 23:00:00,4,4.0,76,3.0,2.85,1,Q2,0.6931471805599453,1524956400
499,499,2018-04-28 23:22:00,80.0,rat,2018-04-28 23:21:00,2018-04-28 23:24:00,71,1,0,4,2018-04-28 19:19:00,4.056666667,1,2018-04-28 23:00:00,4,4.0,76,3.0,2.85,1,Q2,4.394449154672439,1524956400
500,500,2018-04-29 02:51:00,67.0,bat,2018-04-29 02:51:00,2018-04-29 03:06:00,41,1,0,4,2018-04-28 19:19:00,7.545555556,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,4.219507705176107,1524969000
501,501,2018-04-29 02:52:00,1.0,fast,2018-04-29 02:51:00,2018-04-29 03:06:00,66,0,1,4,2018-04-28 19:19:00,7.5525,1,2018-04-29 02:30:00,4,7.5,41,1.897849462,11.089999999999986,3,Q4,0.6931471805599453,1524969000
502,502,2018-04-29 03:06:00,2.0,Other,2018-04-29 02:51:00,2018-04-29 03:06:00,902,0,0,4,2018-04-28 19:19:00,7.784722222,1,2018-04-29 03:00:00,4,8.0,29,1.433333333,11.089999999999986,2,Q4,1.0986122886681098,1524970800
503,503,2018-04-29 03:46:00,105.0,rat_pick,2018-04-29 03:33:00,2018-04-29 03:48:00,773,1,1,4,2018-04-28 19:19:00,8.459722222,1,2018-04-29 03:30:00,4,8.5,18,1.035483871,7.566666667,4,Q3,4.663439094112067,1524972600
504,504,2018-04-29 20:43:00,0.017597713,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,389,0,1,4,2018-04-29 19:19:00,1.414722222,1,2018-04-29 20:30:00,4,1.5,17,3.104218362,4.983333333,1,Q2,0.017444666156226585,1525033800
505,505,2018-04-29 20:48:00,0.032534418,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,695,0,1,4,2018-04-29 19:19:00,1.499722222,1,2018-04-29 20:30:00,4,1.5,17,3.104218362,4.983333333,1,Q2,0.03201637992216185,1525033800
506,506,2018-04-29 20:49:00,4.0,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,710,0,1,4,2018-04-29 19:19:00,1.503888889,1,2018-04-29 20:30:00,4,1.5,17,3.104218362,4.983333333,1,Q2,1.6094379124341003,1525033800
507,507,2018-04-29 20:50:00,14.0,Other,2018-04-29 20:37:00,2018-04-29 20:53:00,759,1,1,4,2018-04-29 19:19:00,1.5175,1,2018-04-29 20:30:00,4,1.5,17,3.104218362,4.983333333,1,Q2,2.70805020110221,1525033800
508,508,2018-04-29 22:53:00,20.0,rat_and_bat,2018-04-29 22:53:00,2018-04-29 23:06:00,4,1,0,4,2018-04-29 19:19:00,3.5725,1,2018-04-29 22:30:00,4,3.5,53,2.914905451,11.089999999999986,1,Q4,3.044522437723423,1525041000
509,509,2018-04-29 22:53:00,2.0,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,9,0,1,4,2018-04-29 19:19:00,3.573888889,1,2018-04-29 22:30:00,4,3.5,53,2.914905451,11.089999999999986,1,Q4,1.0986122886681098,1525041000
510,510,2018-04-29 22:54:00,36.0,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,67,1,0,4,2018-04-29 19:19:00,3.59,1,2018-04-29 22:30:00,4,3.5,53,2.914905451,11.089999999999986,1,Q4,3.6109179126442243,1525041000
511,511,2018-04-29 22:55:00,8.0,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,144,1,0,4,2018-04-29 19:19:00,3.611388889,1,2018-04-29 22:30:00,4,3.5,53,2.914905451,11.089999999999986,1,Q4,2.1972245773362196,1525041000
512,512,2018-04-29 22:56:00,0.097800752,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,184,1,0,4,2018-04-29 19:19:00,3.6225,1,2018-04-29 22:30:00,4,3.5,53,2.914905451,11.089999999999986,1,Q4,0.09330886213979356,1525041000
513,513,2018-04-29 23:00:00,0.063312201,bat_fight,2018-04-29 22:53:00,2018-04-29 23:06:00,428,1,0,4,2018-04-29 19:19:00,3.690277778,1,2018-04-29 23:00:00,4,4.0,49,2.448275862,0.0,0,Q1,0.06138875426344796,1525042800
514,514,2018-04-29 23:01:00,18.0,Other,2018-04-29 22:53:00,2018-04-29 23:06:00,490,1,1,4,2018-04-29 19:19:00,3.7075,1,2018-04-29 23:00:00,4,4.0,49,2.448275862,0.0,0,Q1,2.9444389791664403,1525042800
515,515,2018-04-29 23:01:00,2.0,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,521,0,1,4,2018-04-29 19:19:00,3.716111111,1,2018-04-29 23:00:00,4,4.0,49,2.448275862,0.0,0,Q1,1.0986122886681098,1525042800
516,516,2018-04-29 23:02:00,5.0,rat_pick,2018-04-29 22:53:00,2018-04-29 23:06:00,529,1,1,4,2018-04-29 19:19:00,3.718333333,1,2018-04-29 23:00:00,4,4.0,49,2.448275862,0.0,0,Q1,1.791759469228055,1525042800
517,517,2018-04-29 23:06:00,0.078489345,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,776,0,1,4,2018-04-29 19:19:00,3.786944444,1,2018-04-29 23:00:00,4,4.0,49,2.448275862,0.0,0,Q1,0.07556130733605577,1525042800
518,518,2018-04-30 01:30:00,22.0,pick_bat,2018-04-30 01:26:00,2018-04-30 01:44:00,239,1,1,4,2018-04-29 19:19:00,6.196944444,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,3.1354942159291497,1525051800
519,519,2018-04-30 01:31:00,46.0,pick_bat,2018-04-30 01:26:00,2018-04-30 01:44:00,257,1,1,4,2018-04-29 19:19:00,6.201944444,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,3.8501476017100584,1525051800
520,520,2018-04-30 01:31:00,9.0,pick_bat,2018-04-30 01:26:00,2018-04-30 01:44:00,290,1,1,4,2018-04-29 19:19:00,6.211111111,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,2.302585092994046,1525051800
521,521,2018-04-30 01:31:00,4.0,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,304,0,1,4,2018-04-29 19:19:00,6.215,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,1.6094379124341003,1525051800
522,522,2018-04-30 01:32:00,0.085746166,rat_pick,2018-04-30 01:26:00,2018-04-30 01:44:00,315,1,1,4,2018-04-29 19:19:00,6.218055556,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,0.08226746122692791,1525051800
523,523,2018-04-30 01:32:00,4.0,pick,2018-04-30 01:26:00,2018-04-30 01:44:00,323,0,1,4,2018-04-29 19:19:00,6.220277778,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,1.6094379124341003,1525051800
524,524,2018-04-30 01:33:00,0.040027684,rat,2018-04-30 01:26:00,2018-04-30 01:44:00,407,1,0,4,2018-04-29 19:19:00,6.243611111,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,0.03924733202976509,1525051800
525,525,2018-04-30 01:37:00,0.076567662,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,633,0,1,4,2018-04-29 19:19:00,6.306388889,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,0.07377788953959216,1525051800
526,526,2018-04-30 01:40:00,0.072746343,bat_and_rat,2018-04-30 01:26:00,2018-04-30 01:44:00,800,1,0,4,2018-04-29 19:19:00,6.352777778,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,0.07022203588811428,1525051800
527,527,2018-04-30 01:40:00,0.055695432,bat_and_rat,2018-04-30 01:26:00,2018-04-30 01:44:00,808,1,0,4,2018-04-29 19:19:00,6.355,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,0.054199727017317297,1525051800
528,528,2018-04-30 01:40:00,33.0,bat_and_rat,2018-04-30 01:26:00,2018-04-30 01:44:00,816,1,0,4,2018-04-29 19:19:00,6.357222222,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,3.5263605246161616,1525051800
529,529,2018-04-30 01:40:00,39.0,pick_bat,2018-04-30 01:26:00,2018-04-30 01:44:00,844,1,1,4,2018-04-29 19:19:00,6.365,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,3.6888794541139363,1525051800
530,530,2018-04-30 01:42:00,3.0,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,925,0,1,4,2018-04-29 19:19:00,6.3875,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,1.3862943611198906,1525051800
531,531,2018-04-30 02:42:00,0.094277126,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,63,0,1,4,2018-04-29 19:19:00,7.387777778,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.09009398636351648,1525055400
532,532,2018-04-30 02:42:00,1.0,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,91,0,1,4,2018-04-29 19:19:00,7.395555556,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.6931471805599453,1525055400
533,533,2018-04-30 02:43:00,0.019462583,Other,2018-04-30 02:41:00,2018-04-30 02:55:00,142,0,0,4,2018-04-29 19:19:00,7.409722222,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.019275609034684216,1525055400
534,534,2018-04-30 02:43:00,7.0,pick,2018-04-30 02:41:00,2018-04-30 02:55:00,162,0,1,4,2018-04-29 19:19:00,7.415277778,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,2.0794415416798357,1525055400
535,535,2018-04-30 02:44:00,0.037865482,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,191,0,1,4,2018-04-29 19:19:00,7.423333333,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.037166182896800064,1525055400
536,536,2018-04-30 02:44:00,4.0,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,222,0,1,4,2018-04-29 19:19:00,7.431944444,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,1.6094379124341003,1525055400
537,537,2018-04-30 02:46:00,0.037828205,bat_and_pick,2018-04-30 02:41:00,2018-04-30 02:55:00,291,1,1,4,2018-04-29 19:19:00,7.451111111,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.03713026526575703,1525055400
538,538,2018-04-30 02:46:00,22.0,bat_and_pick,2018-04-30 02:41:00,2018-04-30 02:55:00,288,1,1,4,2018-04-29 19:19:00,7.450277778,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,3.1354942159291497,1525055400
539,539,2018-04-30 02:51:00,0.099086619,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,624,0,1,4,2018-04-29 19:19:00,7.543611111,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.0944794885121934,1525055400
540,540,2018-04-30 02:51:00,0.033212611,bat_and_pick,2018-04-30 02:41:00,2018-04-30 02:55:00,630,1,1,4,2018-04-29 19:19:00,7.545277778,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.032672987933544846,1525055400
541,541,2018-04-30 02:55:00,0.096084094,bat_and_rat,2018-04-30 02:41:00,2018-04-30 02:55:00,878,1,0,4,2018-04-29 19:19:00,7.614166667,1,2018-04-30 02:30:00,4,7.5,32,1.901144641,6.883333333,1,Q3,0.09174391368456329,1525055400
542,542,2018-04-30 03:53:00,7.0,bat_and_pick,2018-04-30 03:43:00,2018-04-30 04:42:00,605,1,1,4,2018-04-29 19:19:00,8.582777778,1,2018-04-30 03:30:00,4,8.5,10,1.047346514,11.089999999999986,1,Q4,2.0794415416798357,1525059000
543,543,2018-04-30 03:54:00,6.0,pick,2018-04-30 03:43:00,2018-04-30 04:42:00,653,0,1,4,2018-04-29 19:19:00,8.596111111,1,2018-04-30 03:30:00,4,8.5,10,1.047346514,11.089999999999986,1,Q4,1.9459101490553132,1525059000
544,544,2018-04-30 01:34:00,5.0,rat_and_bat,2018-04-30 01:26:00,2018-04-30 01:44:00,445,1,0,4,2018-04-29 19:19:00,6.254166667,1,2018-04-30 01:30:00,4,6.5,53,2.0,0.0,0,Q1,1.791759469228055,1525051800
545,545,2018-04-27 21:57:00,8.0,rat,2018-04-27 21:56:00,2018-04-27 22:00:00,47,1,0,4,2018-04-27 19:18:00,2.662777778,1,2018-04-27 21:30:00,4,2.5,64,3.0,8.05,5,Q3,2.1972245773362196,1524864600
546,546,2018-04-27 22:00:00,5.0,rat,2018-04-27 21:56:00,2018-04-27 22:00:00,199,1,0,4,2018-04-27 19:18:00,2.705,1,2018-04-27 22:00:00,4,3.0,38,3.0,2.166666667,1,Q2,1.791759469228055,1524866400
547,547,2018-04-27 22:12:00,17.0,Other,2018-04-27 22:08:00,2018-04-27 22:12:00,214,1,0,4,2018-04-27 19:18:00,2.9,1,2018-04-27 22:00:00,4,3.0,38,3.0,2.166666667,1,Q2,2.8903717578961645,1524866400
548,548,2018-04-27 22:41:00,1.0,rat,2018-04-27 22:39:00,2018-04-27 22:41:00,127,1,0,4,2018-04-27 19:18:00,3.389722222,1,2018-04-27 22:30:00,4,3.5,39,3.0,11.089999999999986,2,Q4,0.6931471805599453,1524868200
549,549,2018-04-27 23:01:00,2.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,18,0,1,4,2018-04-27 19:18:00,3.732777778,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,1.0986122886681098,1524870000
550,550,2018-04-27 23:02:00,31.0,Other,2018-04-27 23:01:00,2018-04-27 23:12:00,68,1,0,4,2018-04-27 19:18:00,3.746666667,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,3.4657359027997265,1524870000
551,551,2018-04-27 23:02:00,1.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,79,0,1,4,2018-04-27 19:18:00,3.749722222,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,0.6931471805599453,1524870000
552,552,2018-04-27 23:03:00,2.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,105,0,1,4,2018-04-27 19:18:00,3.756944444,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,1.0986122886681098,1524870000
553,553,2018-04-27 23:11:00,5.0,Other,2018-04-27 23:01:00,2018-04-27 23:12:00,576,1,1,4,2018-04-27 19:18:00,3.887777778,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,1.791759469228055,1524870000
554,554,2018-04-27 23:11:00,13.0,bat,2018-04-27 23:01:00,2018-04-27 23:12:00,592,1,0,4,2018-04-27 19:18:00,3.892222222,1,2018-04-27 23:00:00,4,4.0,54,3.0,1.533333333,1,Q2,2.6390573296152584,1524870000
