,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,period_time
153,2018-03-18 21:39:00,1.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,105,0,1,3,2018-03-18 17:50:00,3.824166667,1,2018-03-18 21:30:00
154,2018-03-18 21:39:00,2.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,130,0,1,3,2018-03-18 17:50:00,3.831111111,1,2018-03-18 21:30:00
155,2018-03-29 00:47:00,4.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,71,0,1,3,2018-03-28 18:57:00,5.849444444,1,2018-03-29 00:30:00
156,2018-03-29 00:49:00,0.046019395,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,192,1,0,3,2018-03-28 18:57:00,5.883055556,1,2018-03-29 00:30:00
157,2018-03-29 00:50:00,9.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,220,0,1,3,2018-03-28 18:57:00,5.890833333,1,2018-03-29 00:30:00
158,2018-03-29 00:50:00,18.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,239,0,1,3,2018-03-28 18:57:00,5.896111111,1,2018-03-29 00:30:00
159,2018-03-29 00:50:00,14.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,250,1,0,3,2018-03-28 18:57:00,5.899166667,1,2018-03-29 00:30:00
160,2018-03-29 00:51:00,2.0,Other,2018-03-29 00:46:00,2018-03-29 00:55:00,264,1,0,3,2018-03-28 18:57:00,5.903055556,1,2018-03-29 00:30:00
161,2018-03-29 00:51:00,3.0,fast,2018-03-29 00:46:00,2018-03-29 00:55:00,265,0,1,3,2018-03-28 18:57:00,5.903333333,1,2018-03-29 00:30:00
162,2018-03-29 00:51:00,12.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,279,1,0,3,2018-03-28 18:57:00,5.907222222,1,2018-03-29 00:30:00
163,2018-03-29 00:51:00,15.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,295,0,1,3,2018-03-28 18:57:00,5.911666667,1,2018-03-29 00:30:00
164,2018-03-29 00:53:00,2.0,fast,2018-03-29 00:46:00,2018-03-29 00:55:00,426,0,1,3,2018-03-28 18:57:00,5.948055556,1,2018-03-29 00:30:00
165,2018-03-29 00:54:00,34.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,452,1,0,3,2018-03-28 18:57:00,5.955277778,1,2018-03-29 00:30:00
166,2018-03-29 00:55:00,11.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,507,1,0,3,2018-03-28 18:57:00,5.970555556,1,2018-03-29 00:30:00
167,2018-03-29 02:20:00,0.013008356,fast,2018-03-29 02:19:00,2018-03-29 02:25:00,29,0,1,3,2018-03-28 18:57:00,7.385833333,1,2018-03-29 02:00:00
168,2018-03-29 02:21:00,2.0,fast,2018-03-29 02:19:00,2018-03-29 02:25:00,135,0,1,3,2018-03-28 18:57:00,7.415277778,1,2018-03-29 02:00:00
169,2018-03-29 02:22:00,2.0,rat,2018-03-29 02:19:00,2018-03-29 02:25:00,188,1,0,3,2018-03-28 18:57:00,7.43,1,2018-03-29 02:00:00
170,2018-03-29 02:25:00,0.028276798,rat,2018-03-29 02:19:00,2018-03-29 02:25:00,329,1,0,3,2018-03-28 18:57:00,7.469166667,1,2018-03-29 02:00:00
171,2018-03-20 02:11:00,4.0,rat_pick,2018-03-20 02:11:00,2018-03-20 02:11:00,46,1,1,3,2018-03-19 17:51:00,8.347222222,1,2018-03-20 02:00:00
172,2018-03-20 03:17:00,2.0,fast,2018-03-20 03:15:00,2018-03-20 03:17:00,108,0,1,3,2018-03-19 17:51:00,9.436944444,1,2018-03-20 03:00:00
173,2018-03-31 00:28:00,25.0,Other,2018-03-31 00:20:00,2018-03-31 00:28:00,517,1,0,3,2018-03-30 18:59:00,5.497777778,1,2018-03-31 00:00:00
174,2018-03-31 01:57:00,3.0,fast,2018-03-31 01:48:00,2018-03-31 01:58:00,537,0,1,3,2018-03-30 18:59:00,6.976944444,1,2018-03-31 01:30:00
175,2018-03-31 00:28:00,1.0,Unknown,2018-03-31 00:20:00,2018-03-31 00:28:00,507,0,0,3,2018-03-30 18:59:00,5.495,1,2018-03-31 00:00:00
176,2018-03-31 01:58:00,0.064154735,fast,2018-03-31 01:48:00,2018-03-31 01:58:00,572,0,1,3,2018-03-30 18:59:00,6.986666667,1,2018-03-31 01:30:00
177,2018-04-02 22:04:00,10.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,381,1,0,4,2018-04-02 19:01:00,3.06,1,2018-04-02 22:00:00
178,2018-04-02 22:05:00,8.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,436,1,0,4,2018-04-02 19:01:00,3.075277778,1,2018-04-02 22:00:00
179,2018-04-02 22:05:00,2.0,fast,2018-04-02 21:58:00,2018-04-02 22:09:00,450,0,1,4,2018-04-02 19:01:00,3.079166667,1,2018-04-02 22:00:00
180,2018-04-02 22:05:00,6.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,455,1,0,4,2018-04-02 19:01:00,3.080555556,1,2018-04-02 22:00:00
181,2018-04-02 22:06:00,2.0,Other,2018-04-02 21:58:00,2018-04-02 22:09:00,477,0,0,4,2018-04-02 19:01:00,3.086666667,1,2018-04-02 22:00:00
182,2018-04-02 22:07:00,0.030293066,fast,2018-04-02 21:58:00,2018-04-02 22:09:00,558,0,1,4,2018-04-02 19:01:00,3.109166667,1,2018-04-02 22:00:00
183,2018-04-02 22:09:00,7.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,662,1,0,4,2018-04-02 19:01:00,3.138055556,1,2018-04-02 22:00:00
184,2018-04-02 22:09:00,6.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,673,1,0,4,2018-04-02 19:01:00,3.141111111,1,2018-04-02 22:00:00
185,2018-04-02 22:09:00,18.0,pick,2018-04-02 21:58:00,2018-04-02 22:09:00,668,0,1,4,2018-04-02 19:01:00,3.139722222,1,2018-04-02 22:00:00
186,2018-04-02 22:09:00,17.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,695,1,0,4,2018-04-02 19:01:00,3.147222222,1,2018-04-02 22:00:00
187,2018-04-02 23:12:00,1.0,fast,2018-04-02 23:10:00,2018-04-02 23:18:00,128,0,1,4,2018-04-02 19:01:00,4.189444444,1,2018-04-02 23:00:00
188,2018-04-02 23:16:00,6.0,pick,2018-04-02 23:10:00,2018-04-02 23:18:00,381,0,1,4,2018-04-02 19:01:00,4.259722222,1,2018-04-02 23:00:00
189,2018-04-02 23:43:00,2.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,80,0,1,4,2018-04-02 19:01:00,4.708055556,1,2018-04-02 23:30:00
190,2018-04-02 23:45:00,1.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,177,0,1,4,2018-04-02 19:01:00,4.735,1,2018-04-02 23:30:00
191,2018-04-02 23:45:00,11.0,Other,2018-04-02 23:42:00,2018-04-02 23:48:00,223,1,0,4,2018-04-02 19:01:00,4.747777778,1,2018-04-02 23:30:00
192,2018-04-02 23:46:00,3.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,234,0,1,4,2018-04-02 19:01:00,4.750833333,1,2018-04-02 23:30:00
193,2018-04-02 23:46:00,25.0,pick,2018-04-02 23:42:00,2018-04-02 23:48:00,239,0,1,4,2018-04-02 19:01:00,4.752222222,1,2018-04-02 23:30:00
194,2018-04-02 23:46:00,6.0,Other,2018-04-02 23:42:00,2018-04-02 23:48:00,238,1,0,4,2018-04-02 19:01:00,4.751944444,1,2018-04-02 23:30:00
195,2018-04-02 23:46:00,3.0,rat,2018-04-02 23:42:00,2018-04-02 23:48:00,262,1,0,4,2018-04-02 19:01:00,4.758611111,1,2018-04-02 23:30:00
196,2018-04-02 23:46:00,11.0,rat,2018-04-02 23:42:00,2018-04-02 23:48:00,287,1,0,4,2018-04-02 19:01:00,4.765555556,1,2018-04-02 23:30:00
197,2018-04-02 23:48:00,15.0,pick,2018-04-02 23:42:00,2018-04-02 23:48:00,355,0,1,4,2018-04-02 19:01:00,4.784444444,1,2018-04-02 23:30:00
198,2018-04-02 23:48:00,6.0,Other,2018-04-02 23:42:00,2018-04-02 23:48:00,360,1,0,4,2018-04-02 19:01:00,4.785833333,1,2018-04-02 23:30:00
199,2018-04-03 01:01:00,0.069936967,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,53,0,1,4,2018-04-02 19:01:00,6.003888889,1,2018-04-03 01:00:00
200,2018-04-03 01:01:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,82,0,1,4,2018-04-02 19:01:00,6.011944444,1,2018-04-03 01:00:00
201,2018-04-03 01:01:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,98,0,1,4,2018-04-02 19:01:00,6.016388889,1,2018-04-03 01:00:00
202,2018-04-03 01:02:00,4.0,pick,2018-04-03 01:00:00,2018-04-03 01:21:00,101,0,1,4,2018-04-02 19:01:00,6.017222222,1,2018-04-03 01:00:00
203,2018-04-03 01:02:00,0.036982956,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,112,1,0,4,2018-04-02 19:01:00,6.020277778,1,2018-04-03 01:00:00
204,2018-04-03 01:02:00,1.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,120,1,0,4,2018-04-02 19:01:00,6.0225,1,2018-04-03 01:00:00
205,2018-04-03 01:02:00,2.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,128,0,1,4,2018-04-02 19:01:00,6.024722222,1,2018-04-03 01:00:00
206,2018-04-03 01:03:00,4.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,180,0,1,4,2018-04-02 19:01:00,6.039166667,1,2018-04-03 01:00:00
207,2018-04-03 01:04:00,3.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,232,1,0,4,2018-04-02 19:01:00,6.053611111,1,2018-04-03 01:00:00
208,2018-04-03 01:04:00,2.0,Other,2018-04-03 01:00:00,2018-04-03 01:21:00,277,0,0,4,2018-04-02 19:01:00,6.066111111,1,2018-04-03 01:00:00
209,2018-04-03 01:06:00,19.0,Other,2018-04-03 01:00:00,2018-04-03 01:21:00,353,1,0,4,2018-04-02 19:01:00,6.087222222,1,2018-04-03 01:00:00
210,2018-04-03 01:07:00,3.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,435,0,1,4,2018-04-02 19:01:00,6.11,1,2018-04-03 01:00:00
211,2018-04-03 01:10:00,6.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,612,0,1,4,2018-04-02 19:01:00,6.159166667,1,2018-04-03 01:00:00
212,2018-04-03 01:12:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,708,0,1,4,2018-04-02 19:01:00,6.185833333,1,2018-04-03 01:00:00
213,2018-04-03 01:13:00,9.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,777,1,0,4,2018-04-02 19:01:00,6.205,1,2018-04-03 01:00:00
214,2018-04-03 01:13:00,23.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,806,1,0,4,2018-04-02 19:01:00,6.213055556,1,2018-04-03 01:00:00
215,2018-04-03 01:15:00,1.0,Other,2018-04-03 01:00:00,2018-04-03 01:21:00,903,0,0,4,2018-04-02 19:01:00,6.24,1,2018-04-03 01:00:00
216,2018-04-03 01:15:00,64.40000000000009,Other,2018-04-03 01:00:00,2018-04-03 01:21:00,936,0,0,4,2018-04-02 19:01:00,6.249166667,1,2018-04-03 01:00:00
217,2018-04-03 21:22:00,3.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,90,0,1,4,2018-04-03 19:01:00,2.358611111,1,2018-04-03 21:00:00
218,2018-04-03 21:27:00,3.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,376,0,1,4,2018-04-03 19:01:00,2.438055556,1,2018-04-03 21:00:00
219,2018-04-03 21:28:00,2.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,452,0,1,4,2018-04-03 19:01:00,2.459166667,1,2018-04-03 21:00:00
220,2018-04-03 23:24:00,2.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,12,0,1,4,2018-04-03 19:01:00,4.395833333,1,2018-04-03 23:00:00
221,2018-04-03 23:25:00,9.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,31,1,0,4,2018-04-03 19:01:00,4.401111111,1,2018-04-03 23:00:00
222,2018-04-03 23:25:00,4.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,58,0,1,4,2018-04-03 19:01:00,4.408611111,1,2018-04-03 23:00:00
223,2018-04-03 23:27:00,5.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,187,1,0,4,2018-04-03 19:01:00,4.444444444,1,2018-04-03 23:00:00
224,2018-04-03 23:27:00,4.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,197,1,0,4,2018-04-03 19:01:00,4.447222222,1,2018-04-03 23:00:00
225,2018-04-03 23:28:00,1.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,224,0,1,4,2018-04-03 19:01:00,4.454722222,1,2018-04-03 23:00:00
226,2018-04-03 23:29:00,48.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,312,1,0,4,2018-04-03 19:01:00,4.479166667,1,2018-04-03 23:00:00
227,2018-04-03 23:29:00,3.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,312,0,1,4,2018-04-03 19:01:00,4.479166667,1,2018-04-03 23:00:00
228,2018-04-03 23:31:00,0.010238211,Other,2018-04-03 23:24:00,2018-04-03 23:40:00,402,1,0,4,2018-04-03 19:01:00,4.504166667,1,2018-04-03 23:30:00
229,2018-04-03 23:34:00,2.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,597,0,1,4,2018-04-03 19:01:00,4.558333333,1,2018-04-03 23:30:00
230,2018-04-03 23:40:00,2.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,949,1,0,4,2018-04-03 19:01:00,4.656111111,1,2018-04-03 23:30:00
231,2018-04-04 00:48:00,3.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,12,1,0,4,2018-04-03 19:01:00,5.788055556,1,2018-04-04 00:30:00
232,2018-04-04 00:48:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,25,0,1,4,2018-04-03 19:01:00,5.791666667,1,2018-04-04 00:30:00
233,2018-04-04 00:49:00,22.0,Other,2018-04-04 00:48:00,2018-04-04 00:58:00,59,1,0,4,2018-04-03 19:01:00,5.801111111,1,2018-04-04 00:30:00
234,2018-04-04 00:49:00,2.0,Other,2018-04-04 00:48:00,2018-04-04 00:58:00,63,0,0,4,2018-04-03 19:01:00,5.802222222,1,2018-04-04 00:30:00
235,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,97,0,1,4,2018-04-03 19:01:00,5.811666667,1,2018-04-04 00:30:00
236,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,112,0,1,4,2018-04-03 19:01:00,5.815833333,1,2018-04-04 00:30:00
237,2018-04-04 00:50:00,59.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,165,1,0,4,2018-04-03 19:01:00,5.830555556,1,2018-04-04 00:30:00
238,2018-04-04 00:51:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,217,0,1,4,2018-04-03 19:01:00,5.845,1,2018-04-04 00:30:00
239,2018-04-04 00:54:00,1.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,357,1,0,4,2018-04-03 19:01:00,5.883888889,1,2018-04-04 00:30:00
240,2018-04-04 00:55:00,14.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,418,1,0,4,2018-04-03 19:01:00,5.900833333,1,2018-04-04 00:30:00
241,2018-04-04 00:58:00,1.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,624,0,1,4,2018-04-03 19:01:00,5.958055556,1,2018-04-04 00:30:00
242,2018-04-04 00:58:00,0.04722604,Unknown,2018-04-04 00:48:00,2018-04-04 00:58:00,632,0,0,4,2018-04-03 19:01:00,5.960277778,1,2018-04-04 00:30:00
243,2018-04-04 00:58:00,0.022571773,Unknown,2018-04-04 00:48:00,2018-04-04 00:58:00,651,0,0,4,2018-04-03 19:01:00,5.965555556,1,2018-04-04 00:30:00
244,2018-04-26 21:25:00,64.40000000000009,Other,2018-04-26 21:24:00,2018-04-26 21:26:00,19,1,1,4,2018-04-26 19:17:00,2.135,1,2018-04-26 21:00:00
245,2018-04-26 21:25:00,6.0,rat,2018-04-26 21:24:00,2018-04-26 21:26:00,22,1,0,4,2018-04-26 19:17:00,2.135833333,1,2018-04-26 21:00:00
246,2018-04-26 21:25:00,2.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,29,1,0,4,2018-04-26 19:17:00,2.137777778,1,2018-04-26 21:00:00
247,2018-04-26 21:25:00,8.0,bat_and_pick,2018-04-26 21:24:00,2018-04-26 21:26:00,45,1,1,4,2018-04-26 19:17:00,2.142222222,1,2018-04-26 21:00:00
248,2018-04-26 21:25:00,5.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,66,1,0,4,2018-04-26 19:17:00,2.148055556,1,2018-04-26 21:00:00
249,2018-04-26 21:26:00,2.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,76,1,0,4,2018-04-26 19:17:00,2.150833333,1,2018-04-26 21:00:00
250,2018-04-26 21:26:00,15.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,88,1,0,4,2018-04-26 19:17:00,2.154166667,1,2018-04-26 21:00:00
251,2018-04-26 21:26:00,4.0,Other,2018-04-26 21:24:00,2018-04-26 21:26:00,101,1,1,4,2018-04-26 19:17:00,2.157777778,1,2018-04-26 21:00:00
252,2018-04-26 22:25:00,15.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,16,1,0,4,2018-04-26 19:17:00,3.148055556,1,2018-04-26 22:00:00
253,2018-04-26 22:26:00,18.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,33,1,1,4,2018-04-26 19:17:00,3.152777778,1,2018-04-26 22:00:00
254,2018-04-26 22:26:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,65,0,1,4,2018-04-26 19:17:00,3.161666667,1,2018-04-26 22:00:00
255,2018-04-26 22:26:00,13.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,2018-04-26 22:00:00
256,2018-04-26 22:26:00,14.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,2018-04-26 22:00:00
257,2018-04-26 22:27:00,10.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,92,1,1,4,2018-04-26 19:17:00,3.169166667,1,2018-04-26 22:00:00
258,2018-04-26 22:27:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,124,0,0,4,2018-04-26 19:17:00,3.178055556,1,2018-04-26 22:00:00
259,2018-04-26 22:27:00,7.0,bat_and_rat,2018-04-26 22:25:00,2018-04-26 22:36:00,126,1,0,4,2018-04-26 19:17:00,3.178611111,1,2018-04-26 22:00:00
260,2018-04-26 22:28:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,202,0,1,4,2018-04-26 19:17:00,3.199722222,1,2018-04-26 22:00:00
261,2018-04-26 22:29:00,1.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,215,0,1,4,2018-04-26 19:17:00,3.203333333,1,2018-04-26 22:00:00
262,2018-04-26 22:30:00,23.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,274,1,0,4,2018-04-26 19:17:00,3.219722222,1,2018-04-26 22:30:00
263,2018-04-26 22:30:00,0.078814418,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,306,0,0,4,2018-04-26 19:17:00,3.228611111,1,2018-04-26 22:30:00
264,2018-04-26 22:30:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,311,0,0,4,2018-04-26 19:17:00,3.23,1,2018-04-26 22:30:00
265,2018-04-26 22:30:00,4.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,318,0,1,4,2018-04-26 19:17:00,3.231944444,1,2018-04-26 22:30:00
266,2018-04-26 22:30:00,5.0,pick_bat,2018-04-26 22:25:00,2018-04-26 22:36:00,322,1,1,4,2018-04-26 19:17:00,3.233055556,1,2018-04-26 22:30:00
267,2018-04-26 22:31:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,326,0,1,4,2018-04-26 19:17:00,3.234166667,1,2018-04-26 22:30:00
268,2018-04-26 22:31:00,2.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,340,0,1,4,2018-04-26 19:17:00,3.238055556,1,2018-04-26 22:30:00
269,2018-04-26 22:31:00,55.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,343,1,1,4,2018-04-26 19:17:00,3.238888889,1,2018-04-26 22:30:00
270,2018-04-26 22:32:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,392,0,1,4,2018-04-26 19:17:00,3.2525,1,2018-04-26 22:30:00
271,2018-04-26 22:32:00,3.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,406,0,0,4,2018-04-26 19:17:00,3.256388889,1,2018-04-26 22:30:00
272,2018-04-26 22:33:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,449,0,0,4,2018-04-26 19:17:00,3.268333333,1,2018-04-26 22:30:00
273,2018-04-26 22:34:00,64.40000000000009,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,519,1,1,4,2018-04-26 19:17:00,3.287777778,1,2018-04-26 22:30:00
274,2018-04-26 22:34:00,64.40000000000009,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,556,1,1,4,2018-04-26 19:17:00,3.298055556,1,2018-04-26 22:30:00
275,2018-04-26 22:35:00,2.0,bat_fight,2018-04-26 22:25:00,2018-04-26 22:36:00,594,1,0,4,2018-04-26 19:17:00,3.308611111,1,2018-04-26 22:30:00
276,2018-04-26 22:35:00,2.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,602,1,0,4,2018-04-26 19:17:00,3.310833333,1,2018-04-26 22:30:00
277,2018-04-26 22:35:00,1.0,rat,2018-04-26 22:25:00,2018-04-26 22:36:00,613,1,0,4,2018-04-26 19:17:00,3.313888889,1,2018-04-26 22:30:00
278,2018-04-26 22:36:00,18.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,635,1,1,4,2018-04-26 19:17:00,3.32,1,2018-04-26 22:30:00
279,2018-04-26 23:05:00,0.028315379,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,22,0,1,4,2018-04-26 19:17:00,3.805,1,2018-04-26 23:00:00
280,2018-04-26 23:05:00,6.0,pick_bat,2018-04-26 23:04:00,2018-04-26 23:09:00,37,1,1,4,2018-04-26 19:17:00,3.809166667,1,2018-04-26 23:00:00
281,2018-04-26 23:05:00,9.0,bat,2018-04-26 23:04:00,2018-04-26 23:09:00,46,1,0,4,2018-04-26 19:17:00,3.811666667,1,2018-04-26 23:00:00
282,2018-04-26 23:06:00,2.0,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,87,0,1,4,2018-04-26 19:17:00,3.823055556,1,2018-04-26 23:00:00
283,2018-04-26 23:06:00,8.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,96,0,1,4,2018-04-26 19:17:00,3.825555556,1,2018-04-26 23:00:00
284,2018-04-26 23:06:00,6.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,110,0,1,4,2018-04-26 19:17:00,3.829444444,1,2018-04-26 23:00:00
285,2018-04-26 23:09:00,6.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,273,0,1,4,2018-04-26 19:17:00,3.874722222,1,2018-04-26 23:00:00
286,2018-04-26 23:09:00,0.039556377,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,283,0,1,4,2018-04-26 19:17:00,3.8775,1,2018-04-26 23:00:00
287,2018-04-27 00:24:00,7.0,Other,2018-04-27 00:24:00,2018-04-27 00:28:00,10,1,1,4,2018-04-26 19:17:00,5.126111111,1,2018-04-27 00:00:00
288,2018-04-27 00:25:00,4.0,fast,2018-04-27 00:24:00,2018-04-27 00:28:00,65,0,1,4,2018-04-26 19:17:00,5.141388889,1,2018-04-27 00:00:00
289,2018-04-27 00:25:00,0.02018894,rat,2018-04-27 00:24:00,2018-04-27 00:28:00,72,1,0,4,2018-04-26 19:17:00,5.143333333,1,2018-04-27 00:00:00
290,2018-04-27 00:25:00,47.0,bat_and_rat,2018-04-27 00:24:00,2018-04-27 00:28:00,91,1,0,4,2018-04-26 19:17:00,5.148611111,1,2018-04-27 00:00:00
291,2018-04-27 00:26:00,35.0,bat,2018-04-27 00:24:00,2018-04-27 00:28:00,129,1,0,4,2018-04-26 19:17:00,5.159166667,1,2018-04-27 00:00:00
292,2018-04-27 00:26:00,13.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,138,1,1,4,2018-04-26 19:17:00,5.161666667,1,2018-04-27 00:00:00
293,2018-04-27 00:27:00,12.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,164,1,1,4,2018-04-26 19:17:00,5.168888889,1,2018-04-27 00:00:00
294,2018-04-27 00:27:00,20.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,183,1,1,4,2018-04-26 19:17:00,5.174166667,1,2018-04-27 00:00:00
295,2018-04-27 00:27:00,9.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,187,1,1,4,2018-04-26 19:17:00,5.175277778,1,2018-04-27 00:00:00
296,2018-04-27 00:27:00,21.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,199,1,1,4,2018-04-26 19:17:00,5.178611111,1,2018-04-27 00:00:00
297,2018-04-27 00:28:00,1.0,rat,2018-04-27 00:24:00,2018-04-27 00:28:00,226,1,0,4,2018-04-26 19:17:00,5.186111111,1,2018-04-27 00:00:00
298,2018-04-27 00:28:00,6.0,pick,2018-04-27 00:24:00,2018-04-27 00:28:00,231,0,1,4,2018-04-26 19:17:00,5.1875,1,2018-04-27 00:00:00
299,2018-04-27 01:19:00,15.0,bat_and_pick,2018-04-27 01:18:00,2018-04-27 01:22:00,76,1,1,4,2018-04-26 19:17:00,6.04,1,2018-04-27 01:00:00
300,2018-04-27 01:19:00,3.0,bat_fight,2018-04-27 01:18:00,2018-04-27 01:22:00,85,1,0,4,2018-04-26 19:17:00,6.0425,1,2018-04-27 01:00:00
301,2018-04-27 01:20:00,8.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,119,0,1,4,2018-04-26 19:17:00,6.051944444,1,2018-04-27 01:00:00
302,2018-04-27 01:20:00,10.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,126,0,1,4,2018-04-26 19:17:00,6.053888889,1,2018-04-27 01:00:00
303,2018-04-27 01:20:00,15.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,142,0,1,4,2018-04-26 19:17:00,6.058333333,1,2018-04-27 01:00:00
304,2018-04-27 01:21:00,26.0,Other,2018-04-27 01:18:00,2018-04-27 01:22:00,223,1,1,4,2018-04-26 19:17:00,6.080833333,1,2018-04-27 01:00:00
305,2018-04-27 01:21:00,2.0,Other,2018-04-27 01:18:00,2018-04-27 01:22:00,231,0,0,4,2018-04-26 19:17:00,6.083055556,1,2018-04-27 01:00:00
